Date,Time,Subject,Experiment,Tcnt,Cued,FlightTm,ResponseTm,Outcome,RfPosX,RfPosY,RfPrefOri,RfSize,FixSpotShape,FixSpotColor,FixSpotSize,FixSpotFixWin,FixSpotWaitTm,RingPosX,RingPosY,RingSize,RingWeight,CueRingDelta,BaseRingDelta,RingFlashTm,RingWaitTm,GaborOffset,GaborTF,GaborSF,GaborContrast,GaborSize,GaborOri,GaborFixWinSize,GaborWaitTm,TargPosX,TargPosY,TargChange,TargNewOri,Dis1PosX,Dis1PosY,Dis2PosX,Dis2PosY,Dis3PosX,Dis3PosY,ResponseWin,RewardDur,VPixx2ScreenDis,Screen2MonkeyDis,EyeCam2MonkeyDis
2025_08_13,16:39:29:752,dingo,AttendGrat,456,1,0.08205509,0.327147,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8008971,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.866678,7.071644,-2.547911,24,-106,-2.547911,-7.071644,-7.071644,2.547911,2.547911,7.071644,0.4,0.157,60,25,18
2025_08_13,16:39:36:072,dingo,AttendGrat,457,0,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9147017,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,3.07318,-2.547911,-7.071644,6,-64,2.547911,7.071644,-7.071644,2.547911,7.071644,-2.547911,0.4,0.158,60,25,18
2025_08_13,16:39:46:768,dingo,AttendGrat,458,1,0.03472209,0.2935069,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.806637,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,3.157449,-1.538932,-7.357424,48,-62,1.538932,7.357424,-7.357424,1.538932,7.357424,-1.538932,0.4,0.158,60,25,18
2025_08_13,16:39:54:554,dingo,AttendGrat,459,1,0.04840994,0.2438819,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.15299,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.547104,0.5,7.5,24,-86,-7.5,0.5,-0.5,-7.5,7.5,-0.5,0.4,0.158,60,25,18
2025_08_13,16:40:00:846,dingo,AttendGrat,460,1,0.05171394,0.2603245,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9926562,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,3.211072,-1.586649,7.347281,12,-58,7.347281,1.586649,-7.347281,-1.586649,1.586649,-7.347281,0.4,0.158,60,25,18
2025_08_13,16:40:08:683,dingo,AttendGrat,461,1,0.04938698,0.2269869,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.429155,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.242828,7.357424,-1.538932,48,-22,-7.357424,1.538932,1.538932,7.357424,-1.538932,-7.357424,0.4,0.158,60,25,18
2025_08_13,16:40:15:868,dingo,AttendGrat,462,1,0.06002617,0.2439752,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9487364,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.736933,2.547911,7.071644,48,-82,7.071644,-2.547911,-7.071644,2.547911,-2.547911,-7.071644,0.4,0.158,60,25,18
2025_08_13,16:40:23:162,dingo,AttendGrat,463,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9019552,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.26865,0.5486642,-7.496597,12,-98,-7.496597,-0.5486642,-0.5486642,7.496597,7.496597,0.5486642,0.4,0.158,60,25,18
2025_08_13,16:40:32:607,dingo,AttendGrat,464,1,0.04724097,0.2772222,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.045019,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.646259,0.5486642,-7.496597,24,-86,-0.5486642,7.496597,7.496597,0.5486642,-7.496597,-0.5486642,0.4,0.158,60,25,18
2025_08_13,16:40:38:650,dingo,AttendGrat,465,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.235915,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.278773,-2.547911,-7.071644,0,-70,7.071644,-2.547911,-7.071644,2.547911,2.547911,7.071644,0.4,0.158,60,25,18
2025_08_13,16:40:44:539,dingo,AttendGrat,466,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.366568,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.881315,-2.547911,-7.071644,6,-64,-7.071644,2.547911,2.547911,7.071644,7.071644,-2.547911,0.4,0.158,60,25,18
2025_08_13,16:40:54:309,dingo,AttendGrat,467,1,0.07392716,0.2935951,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.374622,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,3.177483,-2.547911,-7.071644,48,-22,2.547911,7.071644,7.071644,-2.547911,-7.071644,2.547911,0.4,0.158,60,25,18
2025_08_13,16:41:02:742,dingo,AttendGrat,468,0,0.05313396,0.3770835,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9509228,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.165693,1.538932,7.357424,12,-98,7.357424,-1.538932,-7.357424,1.538932,-1.538932,-7.357424,0.4,0.158,60,25,18
2025_08_13,16:41:09:504,dingo,AttendGrat,469,1,0.06056213,0.2603526,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.310499,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.804108,1.586649,-7.347281,24,-66,7.347281,1.586649,-7.347281,-1.586649,-1.586649,7.347281,0.4,0.158,60,25,18
2025_08_13,16:41:15:980,dingo,AttendGrat,470,1,0.06339812,0.2604322,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.160256,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.529594,-0.5486642,7.496597,24,-106,7.496597,0.5486642,0.5486642,-7.496597,-7.496597,-0.5486642,0.4,0.158,60,25,18
2025_08_13,16:41:22:234,dingo,AttendGrat,471,1,0.06047797,0.2766914,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.394741,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.313756,-7.071644,2.547911,12,-78,7.071644,-2.547911,-2.547911,-7.071644,2.547911,7.071644,0.4,0.158,60,25,18
2025_08_13,16:41:28:428,dingo,AttendGrat,472,1,0.04715204,0.2605193,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.306697,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.30599,-2.547911,-7.071644,48,-42,7.071644,-2.547911,2.547911,7.071644,-7.071644,2.547911,0.4,0.158,60,25,18
2025_08_13,16:41:34:981,dingo,AttendGrat,473,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.989639,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.229527,7.071644,-2.547911,12,-58,2.547911,7.071644,-2.547911,-7.071644,-7.071644,2.547911,0.4,0.158,60,25,18
2025_08_13,16:41:44:824,dingo,AttendGrat,474,1,0.05703497,0.2439115,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9181041,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.104444,7.071644,-2.547911,24,-46,-7.071644,2.547911,2.547911,7.071644,-2.547911,-7.071644,0.4,0.158,60,25,18
2025_08_13,16:41:51:216,dingo,AttendGrat,475,0,0.05186296,0.2769604,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.405754,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.351163,0.5,7.5,12,-58,7.5,-0.5,-0.5,-7.5,-7.5,0.5,0.4,0.158,60,25,18
2025_08_13,16:41:57:443,dingo,AttendGrat,476,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.089709,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.294079,-7.5,0.5,12,-98,7.5,-0.5,0.5,7.5,-0.5,-7.5,0.4,0.158,60,25,18
2025_08_13,16:42:06:349,dingo,AttendGrat,477,1,0.039819,0.2600505,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9051147,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.576981,-7.5,0.5,24,-86,-0.5,-7.5,0.5,7.5,7.5,-0.5,0.4,0.158,60,25,18
2025_08_13,16:42:24:421,dingo,AttendGrat,479,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.015707,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.700868,7.5,-0.5,12,-118,-0.5,-7.5,0.5,7.5,-7.5,0.5,0.4,0.158,60,25,18
2025_08_13,16:42:33:625,dingo,AttendGrat,480,1,0.03256607,0.2600579,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.078803,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.145928,7.5,-0.5,48,-82,0.5,7.5,-7.5,0.5,-0.5,-7.5,0.4,0.158,60,25,18
2025_08_13,16:42:40:258,dingo,AttendGrat,481,1,0.05775404,0.3437061,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9581469,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.355468,0.5,7.5,12,-58,7.5,-0.5,-7.5,0.5,-0.5,-7.5,0.4,0.158,60,25,18
2025_08_13,16:42:46:951,dingo,AttendGrat,482,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.247129,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,3.209836,-1.538932,-7.357424,0,-130,-7.357424,1.538932,7.357424,-1.538932,1.538932,7.357424,0.4,0.158,60,25,18
2025_08_13,16:42:54:979,dingo,AttendGrat,483,1,0.04717493,0.3771107,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.324607,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.790462,-1.538932,-7.357424,6,-124,1.538932,7.357424,-7.357424,1.538932,7.357424,-1.538932,0.4,0.158,60,25,18
2025_08_13,16:43:01:823,dingo,AttendGrat,484,1,0.0553081,0.2270555,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.7782704,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.866643,-7.496597,-0.5486642,48,-62,-0.5486642,7.496597,7.496597,0.5486642,0.5486642,-7.496597,0.4,0.158,60,25,18
2025_08_13,16:43:09:059,dingo,AttendGrat,485,0,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.7881664,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.544872,1.586649,-7.347281,12,-98,-7.347281,-1.586649,7.347281,1.586649,-1.586649,7.347281,0.4,0.158,60,25,18
2025_08_13,16:43:17:745,dingo,AttendGrat,486,1,0.04811311,0.2607107,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9314755,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,2.662495,-7.347281,-1.586649,48,-42,-1.586649,7.347281,7.347281,1.586649,1.586649,-7.347281,0.4,0.158,60,25,18
2025_08_13,16:43:24:931,dingo,AttendGrat,487,1,0.04638791,0.2606182,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9094298,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,2.939501,2.547911,7.071644,24,-66,7.071644,-2.547911,-7.071644,2.547911,-2.547911,-7.071644,0.4,0.158,60,25,18
2025_08_13,16:43:32:751,dingo,AttendGrat,488,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8696759,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.498066,-7.357424,1.538932,24,-46,1.538932,7.357424,-1.538932,-7.357424,7.357424,-1.538932,0.4,0.158,60,25,18
2025_08_13,16:43:41:562,dingo,AttendGrat,489,1,0.0718348,0.2601907,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.118787,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.300455,-7.357424,1.538932,48,-22,-1.538932,-7.357424,1.538932,7.357424,7.357424,-1.538932,0.4,0.158,60,25,18
2025_08_13,16:43:58:625,dingo,AttendGrat,491,1,0.04088712,0.2600436,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.430809,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.687474,7.496597,0.5486642,12,-78,0.5486642,-7.496597,-7.496597,-0.5486642,-0.5486642,7.496597,0.4,0.158,60,25,18
2025_08_13,16:44:05:119,dingo,AttendGrat,492,0,0.05999994,0.2101879,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.322489,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.548284,7.357424,-1.538932,48,-22,1.538932,7.357424,-1.538932,-7.357424,-7.357424,1.538932,0.4,0.158,60,25,18
2025_08_13,16:44:11:288,dingo,AttendGrat,493,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.438929,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.418398,1.538932,7.357424,6,-124,-7.357424,1.538932,7.357424,-1.538932,-1.538932,-7.357424,0.4,0.158,60,25,18
2025_08_13,16:44:20:828,dingo,AttendGrat,494,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.962258,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.940472,1.538932,7.357424,0,-130,-1.538932,-7.357424,-7.357424,1.538932,7.357424,-1.538932,0.4,0.158,60,25,18
2025_08_13,16:44:27:076,dingo,AttendGrat,495,1,0.034688,0.2603564,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.215041,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.911783,1.538932,7.357424,12,-118,7.357424,-1.538932,-1.538932,-7.357424,-7.357424,1.538932,0.4,0.158,60,25,18
2025_08_13,16:44:34:124,dingo,AttendGrat,496,1,0.03519201,0.2767265,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.835389,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,2.733319,0.5486642,-7.496597,12,-78,-7.496597,-0.5486642,7.496597,0.5486642,-0.5486642,7.496597,0.4,0.158,60,25,18
2025_08_13,16:44:41:334,dingo,AttendGrat,497,1,0.05991101,0.2600384,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.294233,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.090133,7.347281,1.586649,48,-22,-1.586649,7.347281,-7.347281,-1.586649,1.586649,-7.347281,0.4,0.158,60,25,18
2025_08_13,16:44:48:253,dingo,AttendGrat,498,1,0.04828,0.2683904,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.965306,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.866693,-0.5,-7.5,48,-82,-7.5,0.5,0.5,7.5,7.5,-0.5,0.4,0.158,60,25,18
2025_08_13,16:44:54:612,dingo,AttendGrat,499,1,0.051548,0.3272576,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.279221,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,2.150446,-1.586649,7.347281,24,-66,7.347281,1.586649,1.586649,-7.347281,-7.347281,-1.586649,0.4,0.158,60,25,18
2025_08_13,16:45:01:731,dingo,AttendGrat,500,1,,3.716233,Early,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.010626,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,3.035884,1.586649,-7.347281,48,-62,-1.586649,7.347281,-7.347281,-1.586649,7.347281,1.586649,0.4,0.158,60,25,18
2025_08_13,16:45:11:178,dingo,AttendGrat,501,1,0.04648304,0.2771132,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.132218,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.606412,1.586649,-7.347281,48,-62,7.347281,1.586649,-7.347281,-1.586649,-1.586649,7.347281,0.4,0.158,60,25,18
2025_08_13,16:45:17:476,dingo,AttendGrat,502,0,,3.812486,EarlyFalse,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.147399,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.632193,-7.347281,-1.586649,12,-118,7.347281,1.586649,-1.586649,7.347281,1.586649,-7.347281,0.4,0.158,60,25,18
2025_08_13,16:45:29:383,dingo,AttendGrat,503,0,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.091561,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.942423,-7.347281,-1.586649,12,-118,1.586649,-7.347281,7.347281,1.586649,-1.586649,7.347281,0.4,0.158,60,25,18
2025_08_13,16:45:39:062,dingo,AttendGrat,504,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.020168,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.458637,7.357424,-1.538932,24,-86,-7.357424,1.538932,-1.538932,-7.357424,1.538932,7.357424,0.4,0.158,60,25,18
2025_08_13,16:45:49:499,dingo,AttendGrat,505,1,0.04752612,0.2605381,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.949205,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.494608,7.357424,-1.538932,48,-62,1.538932,7.357424,-1.538932,-7.357424,-7.357424,1.538932,0.4,0.158,60,25,18
2025_08_13,16:45:55:648,dingo,AttendGrat,506,1,0.04020905,0.2934954,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.180725,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.416637,0.5486642,-7.496597,24,-46,7.496597,0.5486642,-0.5486642,7.496597,-7.496597,-0.5486642,0.4,0.158,60,25,18
2025_08_13,16:46:01:684,dingo,AttendGrat,507,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.338646,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.798001,1.586649,-7.347281,6,-64,-7.347281,-1.586649,7.347281,1.586649,-1.586649,7.347281,0.4,0.158,60,25,18
2025_08_13,16:46:12:848,dingo,AttendGrat,508,1,0.04903603,0.2437658,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.31714,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.535823,1.586649,-7.347281,12,-58,7.347281,1.586649,-1.586649,7.347281,-7.347281,-1.586649,0.4,0.158,60,25,18
2025_08_13,16:46:19:264,dingo,AttendGrat,509,0,0.05967307,0.3105128,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.173269,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.313671,2.547911,7.071644,24,-46,-7.071644,2.547911,-2.547911,-7.071644,7.071644,-2.547911,0.4,0.158,60,25,18
2025_08_13,16:46:25:276,dingo,AttendGrat,510,1,0.05528402,0.2436295,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9150198,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.115063,7.357424,-1.538932,12,-58,-1.538932,-7.357424,1.538932,7.357424,-7.357424,1.538932,0.4,0.158,60,25,18
2025_08_13,16:46:31:671,dingo,AttendGrat,511,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.7844377,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,3.042243,-2.547911,-7.071644,0,-70,2.547911,7.071644,-7.071644,2.547911,7.071644,-2.547911,0.4,0.158,60,25,18
2025_08_13,16:46:38:773,dingo,AttendGrat,512,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.14834,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.63611,-2.547911,-7.071644,24,-46,7.071644,-2.547911,2.547911,7.071644,-7.071644,2.547911,0.4,0.158,60,25,18
2025_08_13,16:46:48:444,dingo,AttendGrat,513,1,0.04988194,0.3940454,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.319056,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.257812,-2.547911,-7.071644,48,-22,7.071644,-2.547911,2.547911,7.071644,-7.071644,2.547911,0.4,0.158,60,25,18
2025_08_13,16:46:55:496,dingo,AttendGrat,514,1,0.06824708,0.2940822,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8864175,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.420437,7.5,-0.5,12,-58,-7.5,0.5,-0.5,-7.5,0.5,7.5,0.4,0.159,60,25,18
2025_08_13,16:47:01:564,dingo,AttendGrat,515,1,0.05960798,0.2604074,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8623598,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.386378,1.538932,7.357424,48,-62,-1.538932,-7.357424,-7.357424,1.538932,7.357424,-1.538932,0.4,0.159,60,25,18
2025_08_13,16:47:08:867,dingo,AttendGrat,516,1,0.06218886,0.2436643,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.447948,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.978821,7.347281,1.586649,12,-78,1.586649,-7.347281,-1.586649,7.347281,-7.347281,-1.586649,0.4,0.159,60,25,18
2025_08_13,16:47:15:819,dingo,AttendGrat,517,1,0.03458691,0.3104551,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.157803,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.463877,-0.5,-7.5,48,-22,0.5,7.5,-7.5,0.5,7.5,-0.5,0.4,0.159,60,25,18
2025_08_13,16:47:23:528,dingo,AttendGrat,518,1,0.03964019,0.2433844,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9403613,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.762705,-0.5486642,7.496597,24,-66,7.496597,0.5486642,-7.496597,-0.5486642,0.5486642,-7.496597,0.4,0.159,60,25,18
2025_08_13,16:47:29:866,dingo,AttendGrat,519,0,0.05553484,0.2437201,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.124744,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.048632,0.5486642,-7.496597,24,-46,-7.496597,-0.5486642,7.496597,0.5486642,-0.5486642,7.496597,0.4,0.159,60,25,18
2025_08_13,16:47:36:340,dingo,AttendGrat,520,1,0.05529308,0.243983,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.458772,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.332524,7.071644,-2.547911,24,-66,-7.071644,2.547911,-2.547911,-7.071644,2.547911,7.071644,0.4,0.159,60,25,18
2025_08_13,16:47:42:661,dingo,AttendGrat,521,1,0.05978012,0.176949,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.068896,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.722701,0.5,7.5,48,-22,7.5,-0.5,-7.5,0.5,-0.5,-7.5,0.4,0.159,60,25,18
2025_08_13,16:47:50:162,dingo,AttendGrat,522,0,0.06062794,0.2268672,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.392064,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.881493,7.347281,1.586649,12,-118,-1.586649,7.347281,1.586649,-7.347281,-7.347281,-1.586649,0.4,0.159,60,25,18
2025_08_13,16:47:56:783,dingo,AttendGrat,523,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.208133,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.312201,-7.347281,-1.586649,6,-64,-1.586649,7.347281,1.586649,-7.347281,7.347281,1.586649,0.4,0.159,60,25,18
2025_08_13,16:48:05:883,dingo,AttendGrat,524,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.191793,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.504476,-7.347281,-1.586649,0,-70,1.586649,-7.347281,7.347281,1.586649,-1.586649,7.347281,0.4,0.159,60,25,18
2025_08_13,16:48:20:339,dingo,AttendGrat,526,1,0.07730722,0.2270284,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.7556374,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.989764,-7.347281,-1.586649,12,-58,1.586649,-7.347281,-1.586649,7.347281,7.347281,1.586649,0.4,0.159,60,25,18
2025_08_13,16:48:36:561,dingo,AttendGrat,528,1,0.06010818,0.2102232,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.195612,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.530055,-1.586649,7.347281,12,-118,-7.347281,-1.586649,7.347281,1.586649,1.586649,-7.347281,0.4,0.159,60,25,18
2025_08_13,16:48:42:498,dingo,AttendGrat,529,1,0.07094598,0.2437599,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.175894,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.0313,-7.357424,1.538932,24,-106,1.538932,7.357424,-1.538932,-7.357424,7.357424,-1.538932,0.4,0.159,60,25,18
